school_name,school_number,region,level3_plus_22_23,student_count_22_23,level3_plus_23_24,student_count_23_24,exam
MCKITRICK ELEMENTARY SCHOOL,3082,E2,0.7000000000000001,197,0.62,215,Grade 5 ELA
MENDENHALL ELEMENTARY SCHOOL,2961,E1,0.32000000000000006,94,0.17,72,Grade 5 ELA
MILES ELEMENTARY SCHOOL,3041,TN2,0.21000000000000002,111,0.11,97,Grade 5 ELA
MINTZ ELEMENTARY SCHOOL,3061,E5,0.18,127,0.17,131,Grade 5 ELA
MITCHELL ELEMENTARY SCHOOL,3081,E1,0.6499999999999999,117,0.61,105,Grade 5 ELA
MORGAN WOODS ELEMENTARY SCHOOL,3101,E2,0.33,79,0.18,66,Grade 5 ELA
MORT ELEMENTARY SCHOOL,3121,TN2,0.16,105,0.2,128,Grade 5 ELA
MULLER ELEMENTARY MAGNET SCHOOL,3181,E3,0.35,65,0.14,72,Grade 5 ELA
NELSON ELEMENTARY SCHOOL,3141,E4,0.35,131,0.26,114,Grade 5 ELA
NORTHWEST ELEMENTARY SCHOOL,3151,E2,0.72,101,0.47,111,Grade 5 ELA
OAK GROVE ELEMENTARY SCHL,3161,E3,0.31000000000000005,130,0.2,104,Grade 5 ELA
OAK PARK ELEMENTARY SCHOOL,3201,TN2,0.18,60,0.15,55,Grade 5 ELA
PALM RIVER ELEMENTARY SCHOOL,3281,TN3,0.22999999999999998,47,0.05,58,Grade 5 ELA
PATRICIA SULLIVAN METROPOLITAN MINISTRIES,0123,E2,NA,NA,NA,NA,Grade 5 ELA
PINECREST ELEMENTARY SCHOOL,3362,E4,0.21000000000000002,94,0.11,97,Grade 5 ELA
PIZZO K-8 SCHOOL,3381,TN4,0.16999999999999998,87,0.17,104,Grade 5 ELA
POTTER ELEMENTARY SCHOOL,3521,TN3,0.09999999999999999,79,0.04,53,Grade 5 ELA
PRIDE ELEMENTARY SCHOOL,3441,E3,0.69,153,0.45,169,Grade 5 ELA
RAMPELLO K-8 MAGNET SCHOOL,4251,E1,0.45,80,0.42,88,Grade 5 ELA
REDDICK ELEMENTARY,0110,E5,0.27,119,0.14,133,Grade 5 ELA
RIVERHILLS ELEMENTARY MAGNET SCHOOL,3622,E3,0.52,77,0.22,90,Grade 5 ELA
RIVERVIEW ELEMENTARY SCHOOL,3641,E5,0.36,61,0.25,71,Grade 5 ELA
ROBINSON ELEMENTARY SCHOOL,3681,E4,0.22000000000000003,106,0.3,84,Grade 5 ELA
ROBLES ELEMENTARY SCHOOL,3761,TN2,0.15,67,0.05,86,Grade 5 ELA
ROLAND PARK K-8 MAGNET SCHOOL,3802,E1,0.67,96,0.61,97,Grade 5 ELA
ROOSEVELT ELEMENTARY SCHOOL,3801,E1,0.74,135,0.68,112,Grade 5 ELA
RUSKIN ELEMENTARY SCHOOL,3841,TN3,0.18000000000000002,106,0.16,94,Grade 5 ELA
SCHMIDT ELEMENTARY SCHOOL,3851,E3,0.33,87,0.21,71,Grade 5 ELA
SCHWARZKOPF ELEMENTARY SCHOOL,3861,E2,0.62,98,0.51,98,Grade 5 ELA
SEFFNER ELEMENTARY SCHOOL,3881,E3,0.31000000000000005,55,0.29,58,Grade 5 ELA
SEMINOLE HEIGHTS ELEMENTARY SCHOOL,3921,E2,0.4799999999999999,46,0.25,44,Grade 5 ELA
SESSUMS ELEMENTARY SCHOOL,3922,E5,0.37999999999999995,147,0.28,164,Grade 5 ELA
SHAW ELEMENTARY SCHOOL,3951,TN3,0.08,90,0.14,80,Grade 5 ELA
SHEEHY ELEMENTARY SCHOOL,0051,TN3,0.15,34,0.04,51,Grade 5 ELA
SHORE ELEMENTARY MAGNET SCHOOL,3961,E1,0.49,66,0.08,60,Grade 5 ELA
SPRINGHEAD ELEMENTARY SCHOOL,4161,E4,0.27,128,0.26,114,Grade 5 ELA
STOWERS ELEMENTARY SCHOOL,0085,E5,0.64,129,0.45,173,Grade 5 ELA
SULPHUR SPRINGS K-8 SCHOOL,4201,TN4,0.15,56,0.15,47,Grade 5 ELA
SUMMERFIELD CROSSINGS ELEMENTARY SCHOOL,0084,E5,0.31,135,0.21,168,Grade 5 ELA
SUMMERFIELD ELEMENTARY SCHOOL,4211,E5,0.39999999999999997,122,0.21,91,Grade 5 ELA
SYMMES ELEMENTARY SCHOOL,4212,E5,0.45,77,0.26,53,Grade 5 ELA
TAMPA BAY BOULEVARD ELEM. SCHL,4241,E1,0.28,63,0.11,85,Grade 5 ELA
TAMPA HEIGHTS ELEMENTARY MAGNET,2401,TN1,0.36,55,0.23,53,Grade 5 ELA
TAMPA PALMS ELEMENTARY SCHOOL,4261,E3,0.5599999999999999,93,0.42,127,Grade 5 ELA
TEMPLE TERRACE ELEM. SCHOOL,4281,TN2,0.15000000000000002,61,0.1,78,Grade 5 ELA
THOMPSON ELEMENTARY,0125,TN3,0.28,103,0.18,144,Grade 5 ELA
THONOTOSASSA ELEMENTARY SCHOOL,4361,TN1,0.25,59,0.23,52,Grade 5 ELA
TINKER K-8 SCHOOL,4381,E1,0.55,86,0.37,59,Grade 5 ELA
TOWN & COUNTRY ELEMENTARY SCHL,4441,E2,0.36,49,0.28,57,Grade 5 ELA
TRAPNELL ELEMENTARY SCHOOL,4481,E4,0.22000000000000003,92,0.3,88,Grade 5 ELA
TURNER-BARTELS K-8 SCHOOL,0069,E3,0.63,153,0.4,148,Grade 5 ELA
TWIN LAKES ELEMENTARY SCHOOL,4561,E2,0.26,80,0.06,88,Grade 5 ELA
VALRICO ELEMENTARY SCHOOL,4581,E4,0.48000000000000004,113,0.37,123,Grade 5 ELA
WALDEN LAKE ELEMENTARY SCHOOL,4591,E4,0.43,114,0.31,136,Grade 5 ELA
WARREN HOPE DAWSON ELEMENTARY,0005,E5,0.35,157,0.21,169,Grade 5 ELA
WASHINGTON ELEMENTARY SCHOOL,4601,TN2,0.24000000000000002,46,0.08,40,Grade 5 ELA
WEST SHORE ELEMENTARY SCHOOL,4681,E1,0.35000000000000003,52,0.18,61,Grade 5 ELA
WEST TAMPA ELEMENTARY SCHOOL,4722,E1,0.24,50,0.32,53,Grade 5 ELA
WESTCHASE ELEMENTARY SCHOOL,4651,E2,0.62,147,0.58,126,Grade 5 ELA
WILSON ELEMENTARY SCHOOL,4801,E4,0.28,45,0.3,50,Grade 5 ELA
WIMAUMA ELEMENTARY SCHOOL,4841,E5,0.19,79,0.13,83,Grade 5 ELA
WITTER ELEMENTARY SCHOOL,4921,TN2,0.1,71,0.07,61,Grade 5 ELA
WOODBRIDGE ELEMENTARY SCHOOL,4941,E2,0.32999999999999996,97,0.18,111,Grade 5 ELA
YATES ELEMENTARY SCHOOL,4961,E4,0.3,107,0.15,99,Grade 5 ELA
ALAFIA ELEMENTARY SCHOOL,0271,E4,0.30000000000000004,110,0.45,100,Grade 5 Math 
ALEXANDER ELEMENTARY SCHOOL,0081,E2,0.37,88,0.35,92,Grade 5 Math 
ANDERSON ELEMENTARY SCHOOL,0121,E1,0.23,44,0.45,38,Grade 5 Math 
APOLLO BEACH ELEMENTARY SCHOOL,0141,E5,0.62,83,0.41,88,Grade 5 Math 
BAILEY ELEMENTARY SCHOOL,0092,E4,0.26,112,0.29,103,Grade 5 Math 
BALLAST POINT ELEMENTARY SCHL,0161,E1,0.52,69,0.63,67,Grade 5 Math 
BAY CREST ELEMENTARY SCHOOL,0191,E2,0.35000000000000003,97,0.26,84,Grade 5 Math 
BELLAMY ELEMENTARY SCHOOL,1776,E2,0.13,87,0.32,101,Grade 5 Math 
BELMONT ELEMENTARY SCHOOL,0009,E5,0.2,161,0.37,149,Grade 5 Math 
BEVIS ELEMENTARY SCHOOL,0361,E5,0.7,164,0.71,181,Grade 5 Math 
BING ELEMENTARY SCHOOL,0261,E4,0.15,67,0.19,74,Grade 5 Math 
BOYETTE SPRINGS ELEM. SCHOOL,0311,E5,0.5,144,0.56,149,Grade 5 Math 
BROOKER ELEMENTARY SCHOOL,0401,E5,0.29000000000000004,138,0.52,127,Grade 5 Math 
BROWARD ELEMENTARY SCHOOL,0441,TN3,0.1,30,0.14,29,Grade 5 Math 
BRYAN ELEMENTARY SCHOOL,0521,E4,0.14,97,0.3,91,Grade 5 Math 
BRYANT ELEMENTARY SCHOOL,0527,E2,0.71,156,0.72,167,Grade 5 Math 
BUCKHORN ELEMENTARY SCHOOL,0571,E4,0.36,124,0.46,132,Grade 5 Math 
BURNEY ELEMENTARY SCHOOL,0641,TN1,0.07,46,0.37,63,Grade 5 Math 
CANNELLA ELEMENTARY SCHOOL,0691,E2,0.31,102,0.42,90,Grade 5 Math 
CARROLLWOOD K-8 SCHOOL,0701,E3,0.4,99,0.61,75,Grade 5 Math 
CHIARAMONTE ELEMENTARY SCHOOL,0771,E1,0.22999999999999998,58,0.53,43,Grade 5 Math 
CHILES ELEMENTARY SCHOOL,0772,E3,0.49,132,0.57,153,Grade 5 Math 
CIMINO ELEMENTARY SCHOOL,0802,E4,0.31,138,0.56,117,Grade 5 Math 
CITRUS PARK ELEMENTARY SCHOOL,0801,E2,0.3,90,0.63,78,Grade 5 Math 
CLAIR-MEL ELEMENTARY SCHOOL,0841,TN1,0.07,67,0.25,81,Grade 5 Math 
CLARK ELEMENTARY SCHOOL,0851,E3,0.66,134,0.56,146,Grade 5 Math 
CLAYWELL ELEMENTARY SCHOOL,0861,E3,0.25,111,0.6,101,Grade 5 Math 
CLEVELAND ELEMENTARY SCHOOL,0881,TN1,0.16,38,0.21,28,Grade 5 Math 
COLLINS PK-8 SCHOOL,0065,E5,0.24,158,0.42,208,Grade 5 Math 
COLSON ELEMENTARY SCHOOL,0931,E4,0.22999999999999998,103,0.36,110,Grade 5 Math 
CORK ELEMENTARY SCHOOL,1001,E4,0.21000000000000002,116,0.38,104,Grade 5 Math 
CORR ELEMENTARY SCHOOL,0054,E5,0.12,85,0.29,109,Grade 5 Math 
CRESTWOOD ELEMENTARY SCHOOL,1021,E2,0.32,129,0.39,133,Grade 5 Math 
CYPRESS CREEK ELEMENTARY SCHL,1051,E5,0.16,146,0.32,145,Grade 5 Math 
DAVIS ELEMENTARY SCHOOL,0056,E2,0.16999999999999998,85,0.23,98,Grade 5 Math 
DEER PARK ELEMENTARY SCHOOL,0100,E2,0.47,125,0.58,161,Grade 5 Math 
DESOTO ELEMENTARY SCHOOL,1081,TN2,0.23,30,0.38,32,Grade 5 Math 
DICKENSON ELEMENTARY SCHOOL,1101,E1,0.12000000000000001,97,0.24,97,Grade 5 Math 
DOBY ELEMENTARY SCHOOL,0072,E5,0.32999999999999996,82,0.31,88,Grade 5 Math 
DOROTHY C YORK PK-8 MAGNET SCHOOL,0011,E5,0.43000000000000005,130,0.61,151,Grade 5 Math 
DOROTHY THOMAS CENTER,4321,CN,NA,NA,NA,NA,Grade 5 Math 
DOVER ELEMENTARY,1201,TN3,0.15,91,0.24,99,Grade 5 Math 
DR CARTER G WOODSON K-8 SCHOOL,0682,TN4,0.05,95,0.17,82,Grade 5 Math 
DUNBAR ELEMENTARY MAGNET SCHOOL,1281,TN3,0.11,53,0.3,66,Grade 5 Math 
EDISON ELEMENTARY SCHOOL,1361,TN3,0.06,33,0.17,29,Grade 5 Math 
EGYPT LAKE ELEMENTARY SCHOOL,1401,E2,0.17,72,0.22,85,Grade 5 Math 
ESSRIG ELEMENTARY SCHOOL,1431,E3,0.16999999999999998,90,0.48,82,Grade 5 Math 
FISHHAWK CREEK ELEMENTARY SCHOOL,0059,E5,0.43999999999999995,200,0.66,198,Grade 5 Math 
FOLSOM ELEMENTARY SCHOOL,1471,TN1,0.11,58,0.32,76,Grade 5 Math 
FOREST HILLS ELEMENTARY SCHOOL,0042,TN2,0.12,102,0.16,103,Grade 5 Math 
FOSTER ELEMENTARY SCHOOL,1481,TN1,0.08,52,0.16,49,Grade 5 Math 
FROST ELEMENTARY SCHOOL,0070,E4,0.16,75,0.3,83,Grade 5 Math 
GIBSONTON ELEMENTARY SCHOOL,1601,TN3,0.3,79,0.23,86,Grade 5 Math 
GORRIE ELEMENTARY SCHOOL,1681,E1,0.7,90,0.73,81,Grade 5 Math 
GRADY ELEMENTARY SCHOOL,1721,E1,0.61,73,0.81,79,Grade 5 Math 
GRAHAM ELEMENTARY SCHOOL,1761,TN3,0.09,36,0.14,29,Grade 5 Math 
HAMMOND ELEMENTARY SCHOOL,0102,E2,0.51,148,0.7,110,Grade 5 Math 
HERITAGE ELEMENTARY SCHOOL,1831,E3,0.36,92,0.49,76,Grade 5 Math 
HILLSBOROUGH VIRTUAL SCHOOL,7023,IN,0.24000000000000002,58,0.6,40,Grade 5 Math 
HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS,5371,CN,NA,NA,NA,NA,Grade 5 Math 
HUNTER'S GREEN ELEMENTARY SCHL,1941,E3,0.54,122,0.6,129,Grade 5 Math 
IPPOLITO ELEMENTARY SCHOOL,1951,TN1,0.18,64,0.26,68,Grade 5 Math 
JACKSON ELEMENTARY SCHOOL,2041,TN1,0.11000000000000001,72,0.11,65,Grade 5 Math 
JAMES ELEMENTARY SCHOOL,4747,TN2,0.04,53,0.22,46,Grade 5 Math 
KENLY ELEMENTARY SCHOOL,2201,TN3,0.13,64,0.11,63,Grade 5 Math 
KIMBELL ELEMENTARY SCHOOL,0120,TN1,0.14,52,0.18,45,Grade 5 Math 
KINGSWOOD ELEMENTARY SCHOOL,2261,E5,0.07,61,0.25,71,Grade 5 Math 
KNIGHTS ELEMENTARY SCHOOL,2291,E4,0.22,94,0.32,111,Grade 5 Math 
LAKE MAGDALENE ELEM. SCHOOL,2321,E3,0.21000000000000002,110,0.36,102,Grade 5 Math 
LAMB ELEMENTARY,0128,TN3,0.04,76,0.17,72,Grade 5 Math 
LANIER ELEMENTARY SCHOOL,2361,E1,0.19,52,0.22,58,Grade 5 Math 
LEWIS ELEMENTARY SCHOOL,2451,E3,0.18,92,0.31,83,Grade 5 Math 
LIMONA ELEMENTARY SCHOOL,2431,E3,0.45,79,0.47,97,Grade 5 Math 
LINCOLN ELEMENTARY MAGNET SCHOOL,2441,E4,0.42000000000000004,88,0.49,75,Grade 5 Math 
LITHIA SPRINGS ELEM. SCHOOL,2461,E5,0.38,119,0.71,98,Grade 5 Math 
LOCKHART ELEMENTARY MAGNET SCHOOL,0962,TN2,0.12000000000000001,62,0.25,59,Grade 5 Math 
LOMAX MAGNET ELEMENTARY SCHOOL,2521,E1,0.12000000000000001,44,0.35,51,Grade 5 Math 
LOPEZ ELEMENTARY SCHOOL,2531,E4,0.21000000000000002,71,0.42,83,Grade 5 Math 
LOWRY ELEMENTARY SCHOOL,2551,E2,0.44,110,0.5,119,Grade 5 Math 
LUTZ K-8 SCHOOL,2561,E3,0.51,83,0.41,85,Grade 5 Math 
MABRY ELEMENTARY SCHOOL,2601,E1,0.69,145,0.65,138,Grade 5 Math 
MACFARLANE PARK ELEMENTARY MAGNET SCHOOL,0060,E1,0.62,57,0.58,64,Grade 5 Math 
MANGO ELEMENTARY SCHOOL,2721,TN1,0.12,102,0.22,117,Grade 5 Math 
MANISCALCO K-8 SCHOOL,2771,E3,0.39,68,0.58,78,Grade 5 Math 
MCDONALD ELEMENTARY SCHOOL,2871,TN1,0.12,77,0.33,73,Grade 5 Math 
MCKITRICK ELEMENTARY SCHOOL,3082,E2,0.6100000000000001,197,0.78,216,Grade 5 Math 
MENDENHALL ELEMENTARY SCHOOL,2961,E1,0.13,94,0.24,72,Grade 5 Math 
MILES ELEMENTARY SCHOOL,3041,TN2,0.17,112,0.16,97,Grade 5 Math 
MINTZ ELEMENTARY SCHOOL,3061,E5,0.13999999999999999,126,0.31,131,Grade 5 Math 
MITCHELL ELEMENTARY SCHOOL,3081,E1,0.5900000000000001,117,0.7,105,Grade 5 Math 
MORGAN WOODS ELEMENTARY SCHOOL,3101,E2,0.09999999999999999,79,0.26,68,Grade 5 Math 
MORT ELEMENTARY SCHOOL,3121,TN2,0.19,105,0.26,128,Grade 5 Math 
MULLER ELEMENTARY MAGNET SCHOOL,3181,E3,0.25,64,0.29,72,Grade 5 Math 
NELSON ELEMENTARY SCHOOL,3141,E4,0.21000000000000002,130,0.4,116,Grade 5 Math 
NORTHWEST ELEMENTARY SCHOOL,3151,E2,0.65,101,0.62,113,Grade 5 Math 
OAK GROVE ELEMENTARY SCHL,3161,E3,0.19,130,0.2,104,Grade 5 Math 
OAK PARK ELEMENTARY SCHOOL,3201,TN2,0.15,59,0.24,55,Grade 5 Math 
PALM RIVER ELEMENTARY SCHOOL,3281,TN3,0.09,46,0.25,53,Grade 5 Math 
PATRICIA SULLIVAN METROPOLITAN MINISTRIES,0123,E2,NA,NA,NA,NA,Grade 5 Math 
PINECREST ELEMENTARY SCHOOL,3362,E4,0.17,94,0.22,97,Grade 5 Math 
PIZZO K-8 SCHOOL,3381,TN4,0.05,85,0.23,104,Grade 5 Math 
POTTER ELEMENTARY SCHOOL,3521,TN3,0.05,79,0.13,52,Grade 5 Math 
PRIDE ELEMENTARY SCHOOL,3441,E3,0.5700000000000001,154,0.6,169,Grade 5 Math 
RAMPELLO K-8 MAGNET SCHOOL,4251,E1,0.35,80,0.59,88,Grade 5 Math 
REDDICK ELEMENTARY,0110,E5,0.24,119,0.26,133,Grade 5 Math 
RIVERHILLS ELEMENTARY MAGNET SCHOOL,3622,E3,0.4,79,0.48,91,Grade 5 Math 
RIVERVIEW ELEMENTARY SCHOOL,3641,E5,0.4,61,0.39,72,Grade 5 Math 
ROBINSON ELEMENTARY SCHOOL,3681,E4,0.17,104,0.31,83,Grade 5 Math 
ROBLES ELEMENTARY SCHOOL,3761,TN2,0.05,67,0.21,86,Grade 5 Math 
ROLAND PARK K-8 MAGNET SCHOOL,3802,E1,0.44000000000000006,95,0.63,97,Grade 5 Math 
ROOSEVELT ELEMENTARY SCHOOL,3801,E1,0.76,135,0.79,112,Grade 5 Math 
RUSKIN ELEMENTARY SCHOOL,3841,TN3,0.16,112,0.23,94,Grade 5 Math 
SCHMIDT ELEMENTARY SCHOOL,3851,E3,0.12,87,0.31,71,Grade 5 Math 
SCHWARZKOPF ELEMENTARY SCHOOL,3861,E2,0.41000000000000003,99,0.54,98,Grade 5 Math 
SEFFNER ELEMENTARY SCHOOL,3881,E3,0.34,54,0.43,58,Grade 5 Math 
SEMINOLE HEIGHTS ELEMENTARY SCHOOL,3921,E2,0.22999999999999998,46,0.39,44,Grade 5 Math 
SESSUMS ELEMENTARY SCHOOL,3922,E5,0.25,145,0.39,164,Grade 5 Math 
SHAW ELEMENTARY SCHOOL,3951,TN3,0.06,89,0.23,80,Grade 5 Math 
SHEEHY ELEMENTARY SCHOOL,0051,TN3,0.09,34,0.13,52,Grade 5 Math 
SHORE ELEMENTARY MAGNET SCHOOL,3961,E1,0.1,66,0.4,60,Grade 5 Math 
SPRINGHEAD ELEMENTARY SCHOOL,4161,E4,0.25,128,0.3,117,Grade 5 Math 
STOWERS ELEMENTARY SCHOOL,0085,E5,0.48,128,0.62,173,Grade 5 Math 
SULPHUR SPRINGS K-8 SCHOOL,4201,TN4,0.47,55,0.23,47,Grade 5 Math 
SUMMERFIELD CROSSINGS ELEMENTARY SCHOOL,0084,E5,0.19,135,0.35,168,Grade 5 Math 
SUMMERFIELD ELEMENTARY SCHOOL,4211,E5,0.18,122,0.32,91,Grade 5 Math 
SYMMES ELEMENTARY SCHOOL,4212,E5,0.34,77,0.35,54,Grade 5 Math 
TAMPA BAY BOULEVARD ELEM. SCHL,4241,E1,0.27,63,0.2,86,Grade 5 Math 
TAMPA HEIGHTS ELEMENTARY MAGNET,2401,TN1,0.13,55,0.23,53,Grade 5 Math 
TAMPA PALMS ELEMENTARY SCHOOL,4261,E3,0.49,90,0.53,127,Grade 5 Math 
TEMPLE TERRACE ELEM. SCHOOL,4281,TN2,0.13,61,0.26,78,Grade 5 Math 
THOMPSON ELEMENTARY,0125,TN3,0.13,102,0.27,144,Grade 5 Math 
THONOTOSASSA ELEMENTARY SCHOOL,4361,TN1,0.19,59,0.36,55,Grade 5 Math 
TINKER K-8 SCHOOL,4381,E1,0.37,86,0.69,59,Grade 5 Math 
TOWN & COUNTRY ELEMENTARY SCHL,4441,E2,0.24,49,0.23,57,Grade 5 Math 
TRAPNELL ELEMENTARY SCHOOL,4481,E4,0.15,92,0.36,88,Grade 5 Math 
TURNER-BARTELS K-8 SCHOOL,0069,E3,0.45000000000000007,152,0.49,148,Grade 5 Math 
TWIN LAKES ELEMENTARY SCHOOL,4561,E2,0.060000000000000005,80,0.17,87,Grade 5 Math 
VALRICO ELEMENTARY SCHOOL,4581,E4,0.33,113,0.55,123,Grade 5 Math 
WALDEN LAKE ELEMENTARY SCHOOL,4591,E4,0.27,112,0.54,136,Grade 5 Math 
WARREN HOPE DAWSON ELEMENTARY,0005,E5,0.21,156,0.44,169,Grade 5 Math 
WASHINGTON ELEMENTARY SCHOOL,4601,TN2,0.36,44,0.23,40,Grade 5 Math 
WEST SHORE ELEMENTARY SCHOOL,4681,E1,0.27,52,0.46,61,Grade 5 Math 
WEST TAMPA ELEMENTARY SCHOOL,4722,E1,0.13999999999999999,50,0.47,53,Grade 5 Math 
WESTCHASE ELEMENTARY SCHOOL,4651,E2,0.5700000000000001,147,0.68,126,Grade 5 Math 
WILSON ELEMENTARY SCHOOL,4801,E4,0.17,45,0.34,50,Grade 5 Math 
WIMAUMA ELEMENTARY SCHOOL,4841,E5,0.08,78,0.2,83,Grade 5 Math 
WITTER ELEMENTARY SCHOOL,4921,TN2,0.13,71,0.18,61,Grade 5 Math 
WOODBRIDGE ELEMENTARY SCHOOL,4941,E2,0.18,96,0.26,112,Grade 5 Math 
YATES ELEMENTARY SCHOOL,4961,E4,0.21,107,0.28,99,Grade 5 Math 
