Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",,MANISCALCO K-8 SCHOOL,K-8,,,,,2,,2
"",,MULRENNAN MIDDLE SCHOOL,Mid,1,1,,,,3,5
"",,RANDALL MIDDLE SCHOOL,Mid,,1,6,,4,15,26
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,1,,1,,2
"",,TOMLIN MIDDLE SCHOOL,Mid,,,,,,1,1
"",Choice Total,,,2,7,23,,13,52,97
"",Hope Sch,BARRINGTON MIDDLE SCHOOL,Mid,,,1,,,,1
"",,GIUNTA MIDDLE SCHOOL,Mid,,1,,,1,,2
"",Hope Sch Total,,,,1,1,,1,,3
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,4,,,,1,5
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,1,8,,,1,2,12
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,2,3,,,4,9
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,6,,,1,1,8
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,20,15,1,6,19,61
"",,RAMPELLO K-8,K-8,1,2,4,,,,7
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,1,15,7,,3,27,53
"",,ROLAND PARK K-8 MAGNET,K-8,,2,,,,,2
"",,SLIGH MIDDLE SCHOOL,Mid,,1,1,,,,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Rodgers,Magnet,WILLIAMS MIDDLE SCHOOL,Mid,8,8,1,,1,1,19
"",,YORK PK-8 MAGNET SCHOOL,K-8,1,3,5,,,10,19
"",,YOUNG MIDDLE MAGNET,Mid,,4,,,,,4
"",Magnet Total,,,12,79,38,1,12,71,213
"",Neighborhood,BARRINGTON MIDDLE SCHOOL,Mid,,2,,,,,2
"",,BURNS MIDDLE SCHOOL,Mid,1,,,,,,1
"",,COLLINS PK-8 SCHOOL,K-8,,,2,,1,,3
"",,DOWDELL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,,,,1,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",,MANN MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,MCLANE MIDDLE SCHOOL,Mid,,2,,,,,2
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,,,,,1
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,30,227,318,2,61,268,906
"",,TINKER K-8 SCHOOL,K-8,,,,,,1,1
"",,YORK PK-8 MAGNET SCHOOL,K-8,,1,,,,,1
"",Neighborhood Total,,,31,234,321,2,62,272,922
"Rodgers Total6942654841304971,674",,,,,,,,,,
Smith,Charter,CREEKSIDE CHARTER ACADEMY,K-8,,,1,,,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,2,6,64,1,1,7,81
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,1,,29,,1,3,34
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,10,,,2,12
"",,LEARNING GATE COMMUNITY,K-8,,,1,,,1,2
"",,LUTZ PREPARATORY SCHOOL,K-8,1,,1,,,,2
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,1,2,9,,1,6,19
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,1,,,6,7
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,3,,,1,4
"",Charter Total,,,5,8,119,1,3,26,162
"",Choice,BUCHANAN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,DAVIDSEN MIDDLE SCHOOL,Mid,1,,15,,2,2,20
"",,FARNELL MIDDLE SCHOOL,Mid,1,,6,,,6,13
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Smith,Choice,MANISCALCO K-8 SCHOOL,K-8,,1,,,,,1
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,1,,,6,7
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,SMITH MIDDLE SCHOOL,Mid,,1,2,,,1,4
"",,WALKER MIDDLE MAGNET,Mid,,,1,,,2,3
"",Choice Total,,,2,2,40,,3,28,75
"",District Assigned,HILL MIDDLE SCHOOL,Mid,1,,,,,,1
"",District Assigned Total,,,1,,,,,,1
"",Hope Sch,FARNELL MIDDLE SCHOOL,Mid,,,1,,,1,2
"",Hope Sch Total,,,,,1,,,1,2
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,1,2,,,,3
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,,,,1,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,,,,1,2
"",,ROLAND PARK K-8 MAGNET,K-8,3,2,2,,1,1,9
"",,STEWART MIDDLE SCHOOL,Mid,,,2,,1,2,5
"",,WALKER MIDDLE MAGNET,Mid,22,4,47,,17,89,179
"",Magnet Total,,,25,8,54,,19,94,200
"",Neighborhood,DAVIDSEN MIDDLE SCHOOL,Mid,,2,12,,1,1,16
"",,HILL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PIERCE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,SMITH MIDDLE SCHOOL,Mid,30,34,351,,24,77,516
"",,WALKER MIDDLE MAGNET,Mid,,1,3,,,,4
"",,WEBB MIDDLE SCHOOL,Mid,,,1,,,,1
"",Neighborhood Total,,,30,37,370,,25,78,540
Smith Total6355584150227980,,,,,,,,,,
Shields,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,12,3,,,2,17
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,2,,,1,4
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,1,,,1,3
"",,CREEKSIDE CHARTER ACADEMY,K-8,,26,47,,3,9,85
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Shields,Charter,KIDS COMMU COLLEGE SOUTHEAST,K-8,,5,1,,,1,7
"",,LEGACY PREPARATORY ACADEMY,K-8,,1,,,,,1
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,2,2,,1,2,7
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,4,51,85,2,14,92,248
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,1,1,,,1,3
"",,NEW SPRINGS SCHOOL,K-8,,,1,,,,1
"",,RCMA WIMAUMA COMMUNITY ACADEMY,K-8,,,108,,,1,109
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,9,8,,2,8,27
"",,SOUTHSHORE CHARTER ACADEMY,K-8,1,15,32,2,9,13,72
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,1,,,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,,1,,,,1,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,3,1,,,,4
"",,WATERSET CHARTER SCHOOL,K-8,5,35,47,,9,56,152
"",,WINTHROP CHARTER SCHOOL,K-8,,4,7,,,3,14
"",Charter Total,,,11,167,346,4,38,192,758
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,,3,2,,,,5
"",,BURNS MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,COLLINS PK-8 SCHOOL,K-8,,1,2,,1,5,9
"",,EISENHOWER MIDDLE SCHOOL,Mid,,4,2,,1,5,12
"",,GIUNTA MIDDLE SCHOOL,Mid,,1,,,,,1
"",,RANDALL MIDDLE SCHOOL,Mid,,1,,,1,2,4
"",,SHIELDS MIDDLE SCHOOL,Mid,,3,,,,,3
"",,TURNER BARTELS K-8,K-8,,1,,,,,1
"",,YORK PK-8 MAGNET SCHOOL,K-8,,1,,,,,1
"",Choice Total,,,,15,7,,3,13,38
"",Hope Sch,MULRENNAN MIDDLE SCHOOL,Mid,,,,,,2,2
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",Hope Sch Total,,,,,1,,,2,3
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,3,7,,,1,11
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,8,21,,1,4,34
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,5,12,,3,3,23
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Shields,Magnet,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,22,23,,3,16,64
"",,RAMPELLO K-8,K-8,,7,5,,,1,13
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,1,3,5,,,3,12
"",,ROLAND PARK K-8 MAGNET,K-8,,4,1,,1,,6
"",,SHIELDS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,2,5,,,,7
"",,STEWART MIDDLE SCHOOL,Mid,,9,12,,,1,22
"",,WILLIAMS MIDDLE SCHOOL,Mid,,6,2,,,1,9
"",,YORK PK-8 MAGNET SCHOOL,K-8,3,34,38,1,6,46,128
"",,YOUNG MIDDLE MAGNET,Mid,,4,5,,,,9
"",Magnet Total,,,4,113,137,1,15,78,348
"",Neighborhood,BARRINGTON MIDDLE SCHOOL,Mid,,2,,,,,2
"",,COLLINS PK-8 SCHOOL,K-8,,,1,,,,1
"",,FARNELL MIDDLE SCHOOL,Mid,,,2,,,,2
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MANN MIDDLE SCHOOL,Mid,,,2,,,,2
"",,MCLANE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,SHIELDS MIDDLE SCHOOL,Mid,28,469,984,1,52,192,"1,726"
"",,TOMLIN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,YORK PK-8 MAGNET SCHOOL,K-8,,3,1,,,2,6
"",Neighborhood Total,,,28,477,992,1,52,194,"1,744"
"Shields Total437721,48361084792,891",,,,,,,,,,
Sligh,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,1,,,,2
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,2,,,1,,3
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,2,,,,2
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,,,,1,1
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,,,,1,1
"",,LEARNING GATE COMMUNITY,K-8,,,,,1,6,7
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,1,,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Sligh,Charter,TERRACE COMMUNITY SCHOOL,Mid,,4,,,,2,6
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,1,2,,,1,4
"",,WINTHROP CHARTER SCHOOL,K-8,,,1,,,,1
"",,WOODMONT CHARTER SCHOOL,K-8,,19,3,,2,,24
"",Charter Total,,,1,32,20,,4,11,68
"",Choice,ADAMS MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BUCHANAN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,FARNELL MIDDLE SCHOOL,Mid,,,,,,1,1
"",,LUTZ K-8 SCHOOL,K-8,,,,,,1,1
"",,MADISON MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,3,,,,,3
"",,SLIGH MIDDLE SCHOOL,Mid,,2,,,,,2
"",,WOODSON K-8,K-8,,4,,,,,4
"",Choice Total,,,,10,1,,,4,15
"",Hope Sch,MEMORIAL MIDDLE SCHOOL,Mid,,,1,,,,1
"",Hope Sch Total,,,,,1,,,,1
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,2,1,,1,,4
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,17,3,,1,1,22
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,1,9,2,,,1,13
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,2,,,,,2
"",,ORANGE GROVE MIDDLE MAGNET,Mid,2,11,4,,,1,18
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,RAMPELLO K-8,K-8,,6,3,,,4,13
"",,ROLAND PARK K-8 MAGNET,K-8,,2,2,,,,4
"",,SLIGH MIDDLE SCHOOL,Mid,,43,11,,1,,55
"",,STEWART MIDDLE SCHOOL,Mid,2,18,3,,2,2,27
"",,WILLIAMS MIDDLE SCHOOL,Mid,,15,7,,2,6,30
"",,YOUNG MIDDLE MAGNET,Mid,,22,3,,1,1,27
"",Magnet Total,,,5,148,39,,8,17,217
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,,1,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Sligh,Neighborhood,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,1,,2
"",,GIUNTA MIDDLE SCHOOL,Mid,,,1,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,,,1,,1
"",,SLIGH MIDDLE SCHOOL,Mid,1,173,56,,11,13,254
"",,STEWART MIDDLE SCHOOL,Mid,,2,,,,,2
"",,WILLIAMS MIDDLE SCHOOL,Mid,,12,1,,1,,14
"",,WOODSON K-8,K-8,,1,1,,,,2
"",Neighborhood Total,,,1,190,61,,14,13,279
Sligh Total73801222645580,,,,,,,,,,
Stewart,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,2,,,,,2
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,,,,,1
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,6,,,,,6
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,,,,1,1
"",,WOODMONT CHARTER SCHOOL,K-8,,,1,,,,1
"",Charter Total,,,,9,1,,,1,11
"",Choice,HILL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,4,,,,,4
"",Choice Total,,,,5,,,,,5
"",Hope Sch,MEMORIAL MIDDLE SCHOOL,Mid,,1,1,,,,2
"",Hope Sch Total,,,,1,1,,,,2
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,7,,,,1,8
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,6,1,,,1,8
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,,,,,1
"",,RAMPELLO K-8,K-8,,5,1,,1,3,10
"",,ROLAND PARK K-8 MAGNET,K-8,,,1,,,3,4
"",,SLIGH MIDDLE SCHOOL,Mid,,7,2,,,1,10
"",,STEWART MIDDLE SCHOOL,Mid,,9,2,,1,,12
"",,WILLIAMS MIDDLE SCHOOL,Mid,,1,,,,3,4
"",,YOUNG MIDDLE MAGNET,Mid,,12,,,,,12
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Stewart,Neighborhood,BENITO MIDDLE SCHOOL,Mid,,1,,,,,1
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,2,,,,,2
"",,STEWART MIDDLE SCHOOL,Mid,,60,9,,1,2,72
"",,YOUNG MIDDLE MAGNET,Mid,,6,,,1,,7
"",Neighborhood Total,,,,70,9,,2,2,83
Stewart Total13418415171,,,,,,,,,,
Sulphur Springs K-8,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,,3,1,,,,4
"",,LEARNING GATE COMMUNITY,K-8,,,,,,1,1
"",,LEGACY PREPARATORY ACADEMY,K-8,,3,3,,,1,7
"",,NEW SPRINGS SCHOOL,K-8,,9,2,,,,11
"",,TERRACE COMMUNITY SCHOOL,Mid,,1,,,,,1
"",,WOODMONT CHARTER SCHOOL,K-8,,3,2,,,1,6
"",Charter Total,,,,19,8,,,3,30
"",Choice,ADAMS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BUCHANAN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,2,,,,2
"",,WOODSON K-8,K-8,,6,1,,1,1,9
"",Choice Total,,,,7,4,,1,1,13
"",Hope Sch,SLIGH MIDDLE SCHOOL,Mid,,1,,,,,1
"",Hope Sch Total,,,,1,,,,,1
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,7,2,,2,,11
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,4,1,,,,5
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,4,2,,,,6
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,7,2,,1,1,11
"",,STEWART MIDDLE SCHOOL,Mid,,4,,,,,4
"",,WILLIAMS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,YOUNG MIDDLE MAGNET,Mid,,2,1,,,2,5
"",Magnet Total,,,,29,10,,3,3,45
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Sulphur Springs K-8,Neighborhood,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,RANDALL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,1,,,,,1
"",,SULPHUR SPRINGS K-8,K-8,1,100,36,,5,4,146
"",,WOODSON K-8,K-8,,5,3,,,,8
"",Neighborhood Total,,,1,109,39,,5,4,158
Sulphur Springs K-8 Total116561911247,,,,,,,,,,
Tinker K-8,Charter,WINTHROP CHARTER SCHOOL,K-8,,,,,1,,1
"",Charter Total,,,,,,,1,,1
"",Choice,TINKER K-8 SCHOOL,K-8,,,1,,,,1
"",,WILSON MIDDLE SCHOOL,Mid,,,,,,1,1
"",Choice Total,,,,,1,,,1,2
"",Magnet,RAMPELLO K-8,K-8,,,1,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,,1,,,,,1
"",Magnet Total,,,,1,1,,,,2
"",Neighborhood,COLEMAN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TINKER K-8 SCHOOL,K-8,5,17,27,1,13,78,141
"",Neighborhood Total,,,5,17,28,1,13,78,142
Tinker K-8 Total5183011479147,,,,,,,,,,
Tomlin,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,3,2,42,,1,13,61
"",,INDEPENDENCE ACADEMY,K-8,1,6,24,1,3,42,77
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,,1,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,,,,,,2,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,1,2
"",Charter Total,,,4,8,68,1,4,58,143
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BURNETT MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BURNS MIDDLE SCHOOL,Mid,,,,,,2,2
"",,LIBERTY MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,LUTZ K-8 SCHOOL,K-8,,,1,,,,1
"",,MANN MIDDLE SCHOOL,Mid,,1,,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Tomlin,Choice,TOMLIN MIDDLE SCHOOL,Mid,,,,,1,2,3
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,3,,,4,7
"",Choice Total,,,1,2,9,,1,14,27
"",Hope Sch,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",Hope Sch Total,,,,,,,,1,1
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,2,,,1,3
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,9,19,,2,14,44
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,,,,,1,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,RAMPELLO K-8,K-8,,1,1,,1,1,4
"",,STEWART MIDDLE SCHOOL,Mid,,1,1,,,5,7
"",,WILLIAMS MIDDLE SCHOOL,Mid,5,2,3,,1,2,13
"",Magnet Total,,,5,14,27,,4,25,75
"",Neighborhood,MANN MIDDLE SCHOOL,Mid,,1,3,,,,4
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,1,16,,,4,21
"",,TOMLIN MIDDLE SCHOOL,Mid,17,93,734,1,47,397,"1,289"
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,,,,3,3
"",Neighborhood Total,,,17,95,753,1,47,404,"1,317"
"Tomlin Total271198572565021,563",,,,,,,,,,
Turkey Creek,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,,1,14,,1,2,18
"",,INDEPENDENCE ACADEMY,K-8,1,1,14,,1,25,42
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,,,,1,1
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,,,,,3,3
"",,TERRACE COMMUNITY SCHOOL,Mid,,,1,,,,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,,,,,,1,1
"",Charter Total,,,1,2,30,,2,32,67
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,,,,,1,2,3
"",,BURNETT MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BURNS MIDDLE SCHOOL,Mid,,,,,,1,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Turkey Creek,Choice,RANDALL MIDDLE SCHOOL,Mid,,,1,,1,6,8
"",,TOMLIN MIDDLE SCHOOL,Mid,,1,8,,,14,23
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,1,1,,,4,6
"",Choice Total,,,,3,17,,7,48,75
"",Hope Sch,TOMLIN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,2,,,,2
"",Hope Sch Total,,,,,3,,,,3
"",Magnet,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,1,,,,1
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,1,3,9,,4,10,27
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,1,,,,2
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",,STEWART MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,WILLIAMS MIDDLE SCHOOL,Mid,,3,2,,1,1,7
"",Magnet Total,,,1,9,15,,5,12,42
"",Neighborhood,MANN MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,,2,,,1,2,5
"",,TOMLIN MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,2,54,639,,30,249,974
"",,YORK PK-8 MAGNET SCHOOL,K-8,,1,,,,,1
"",Neighborhood Total,,,2,58,642,,31,252,985
"Turkey Creek Total472707453441,172",,,,,,,,,,
Turner/Bartels K-8,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,1,,,,1
"",,EXCELSIOR PREP CHARTER MIDDLE,Mid,,,2,,,,2
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,1,,,,,1
"",,LEARNING GATE COMMUNITY,K-8,,1,2,,1,2,6
"",,LEGACY PREPARATORY ACADEMY,K-8,,2,,,,,2
"",,LUTZ PREPARATORY SCHOOL,K-8,7,,1,,2,10,20
"",,NEW SPRINGS SCHOOL,K-8,,1,1,,,,2
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,1,,6,,1,8,16
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Turner/Bartels K-8,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",,WOODMONT CHARTER SCHOOL,K-8,,1,,,,,1
"",Charter Total,,,45,13,20,,10,32,120
"",Choice,BENITO MIDDLE SCHOOL,Mid,7,1,,,1,2,11
"",,LIBERTY MIDDLE SCHOOL,Mid,1,3,1,,,4,9
"",,LUTZ K-8 SCHOOL,K-8,,,,,,1,1
"",,MANISCALCO K-8 SCHOOL,K-8,,1,1,,,1,3
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,,,,2,2
"",,PIZZO K-8 SCHOOL,K-8,,6,38,,1,1,46
"",,TURNER BARTELS K-8,K-8,,3,2,,1,2,8
"",Choice Total,,,8,14,42,,3,13,80
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,2,1,,,,3
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,1,,,1,2
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,2,,,,3
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,1,3,,,,4
"",,RAMPELLO K-8,K-8,,1,,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,,,2,,,,2
"",,SLIGH MIDDLE SCHOOL,Mid,,1,2,,,,3
"",,STEWART MIDDLE SCHOOL,Mid,,2,2,,,1,5
"",,WALKER MIDDLE MAGNET,Mid,,,1,,,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,34,4,1,1,,1,41
"",Magnet Total,,,34,12,15,1,,3,65
"",Neighborhood,BENITO MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,2,,,,,2
"",,LIBERTY MIDDLE SCHOOL,Mid,1,,,,1,,2
"",,PIZZO K-8 SCHOOL,K-8,,,3,,1,,4
"",,ROLAND PARK K-8 MAGNET,K-8,,1,,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TURNER BARTELS K-8,K-8,45,108,165,1,39,133,491
"",Neighborhood Total,,,46,112,170,1,41,133,503
Turner/Bartels K-8 Total133151247254181768,,,,,,,,,,
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Webb,Charter,CREEKSIDE CHARTER ACADEMY,K-8,,,3,,,,3
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,2,2,65,,5,3,77
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,2,2,74,,1,15,94
"",,HORIZON CHARTER SCH OF TAMPA,K-8,2,1,29,,2,5,39
"",,LEARNING GATE COMMUNITY,K-8,,1,,,,,1
"",,LUTZ PREPARATORY SCHOOL,K-8,,,1,,,,1
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,3,,,,3
"",,TERRACE COMMUNITY SCHOOL,Mid,,,1,,,,1
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,7,,1,5,13
"",,WATERSET CHARTER SCHOOL,K-8,,,1,,1,,2
"",,WOODMONT CHARTER SCHOOL,K-8,,,1,,,,1
