district_number,district_name,school_number,virtual_provider_number,english_language_arts_achievement,mathematics_achievement,science_achievement,total_points_earned,total_components,percent_of_total_possible_points,percent_tested,informational_baseline_grade_2023,grade_2022,grade_2021,grade_2019,grade_2018,grade_2017,grade_2016,informational_baseline_grade_2015,grade_2014,grade_2013,grade_2012,grade_2011,grade_2010,grade_2009,grade_2008,grade_2007,grade_2006,grade_2005,grade_2004,grade_2003,grade_2002,grade_2001,grade_2000,grade_1999,was_the_collocated_rule_used,collocated_number,charter_school,title_i,alternative_ese_center_school,school_type,percent_of_minority_students,percent_of_economically_disadvantaged_students,type,social_studies_achievement,middle_school_acceleration,graduation_rate_2021_22,college_and_career_acceleration_2021_22,school_name,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5,number_of_students_math,math_level1_num,math_level2_num,math_level3_num,math_level4_num,math_level5_num,math_level1,math_level2,math_level3,math_level4,math_level5
04,BRADFORD,0081,NA,43,51,36,130,3,43,99,C,D,NA,C,C,C,C,C,D,C,C,B,B,B,A,B,A,C,C,A,C,C,C,C,N,NA,NO,YES,N,01,42.7,100,Elementary,NA,NA,NA,NA,SOUTHSIDE ELEMENTARY SCHOOL,288,92,64,77,43,15,0.3194444444444444,0.2222222222222222,0.2673611111111111,0.14930555555555555,0.052083333333333336,288,86,52,74,57,21,0.2986111111111111,0.18055555555555555,0.2569444444444444,0.19791666666666666,0.07291666666666667
04,BRADFORD,0131,NA,62,70,44,176,3,59,99,B,D,NA,C,B,C,C,C,D,C,C,B,C,B,B,C,B,A,B,B,B,C,C,A,N,NA,NO,YES,N,01,18.6,100,Elementary,NA,NA,NA,NA,LAWTEY ELEMENTARY SCHOOL,116,24,17,41,22,12,0.20689655172413793,0.14655172413793102,0.35344827586206895,0.1896551724137931,0.10344827586206896,116,16,20,24,35,21,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.3017241379310345,0.1810344827586207
05,BREVARD,0051,NA,41,33,29,103,3,34,98,C,C,NA,C,C,C,C,B,C,B,B,A,A,A,A,A,A,A,A,A,B,A,A,C,N,NA,NO,YES,N,01,46.9,100,Elementary,NA,NA,NA,NA,OAK PARK ELEMENTARY SCHOOL,232,92,48,45,34,14,0.39655172413793105,0.20689655172413793,0.1939655172413793,0.14655172413793102,0.0603448275862069,232,98,58,40,30,8,0.4224137931034483,0.25,0.1724137931034483,0.12931034482758622,0.034482758620689655
05,BREVARD,0061,NA,40,34,46,120,3,40,98,C,C,NA,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,N,NA,NO,YES,N,01,48.9,100,Elementary,NA,NA,NA,NA,APOLLO ELEMENTARY SCHOOL,396,140,95,76,62,23,0.35353535353535354,0.2398989898989899,0.1919191919191919,0.15656565656565657,0.05808080808080808,395,175,72,72,48,26,0.4430379746835443,0.18227848101265823,0.18227848101265823,0.12151898734177215,0.06582278481012659
05,BREVARD,0091,NA,45,43,46,134,3,45,99,C,B,NA,C,C,D,C,C,C,B,A,A,A,A,A,A,B,A,A,C,C,C,C,C,N,NA,NO,YES,N,01,48.7,100,Elementary,NA,NA,NA,NA,COQUINA ELEMENTARY SCHOOL,279,91,68,67,37,14,0.32616487455197135,0.24372759856630824,0.24014336917562723,0.13261648745519714,0.05017921146953405,280,87,65,80,35,15,0.3107142857142857,0.23214285714285715,0.2857142857142857,0.125,0.05357142857142857
05,BREVARD,0101,NA,37,33,35,105,3,35,99,C,C,NA,C,C,D,C,C,C,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,N,NA,NO,YES,N,01,45,100,Elementary,NA,NA,NA,NA,MIMS ELEMENTARY SCHOOL,202,66,57,48,22,10,0.32673267326732675,0.28217821782178215,0.2376237623762376,0.10891089108910891,0.04950495049504951,202,74,54,44,21,9,0.36633663366336633,0.26732673267326734,0.21782178217821782,0.10396039603960396,0.04455445544554455
05,BREVARD,0122,NA,74,82,84,240,3,80,99,A,A,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,17.1,32.7,Elementary,NA,NA,NA,NA,SOUTH LAKE ELEMENTARY,241,17,43,62,72,47,0.07053941908713693,0.17842323651452283,0.2572614107883817,0.2987551867219917,0.1950207468879668,242,12,27,67,76,60,0.049586776859504134,0.1115702479338843,0.2768595041322314,0.3140495867768595,0.24793388429752067
05,BREVARD,0151,NA,49,49,44,142,3,47,99,C,C,NA,B,C,C,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,C,C,N,NA,NO,YES,N,01,48.9,93.30000000000001,Elementary,NA,NA,NA,NA,IMPERIAL ESTATES ELEM. SCHOOL,344,96,81,73,65,29,0.27906976744186046,0.23546511627906977,0.21220930232558138,0.18895348837209303,0.08430232558139535,344,106,66,78,68,28,0.3081395348837209,0.19186046511627908,0.22674418604651161,0.19767441860465115,0.08139534883720931
05,BREVARD,0181,NA,67,63,72,202,3,67,100,A,B,NA,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,C,B,B,C,N,NA,NO,YES,N,01,10.2,96.5,Elementary,NA,NA,NA,NA,PINEWOOD ELEMENTARY SCHOOL,248,48,35,70,72,23,0.1935483870967742,0.14112903225806453,0.28225806451612906,0.2903225806451613,0.09274193548387097,248,44,41,65,70,27,0.1774193548387097,0.16532258064516128,0.2620967741935484,0.28225806451612906,0.10887096774193548
05,BREVARD,0191,NA,56,58,51,165,3,55,100,B,C,NA,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,NA,NO,YES,N,01,31.1,93.60000000000002,Elementary,NA,NA,NA,NA,CHALLENGER 7 ELEMENTARY SCHOOL,290,60,68,76,61,27,0.20689655172413793,0.23448275862068965,0.2620689655172414,0.2103448275862069,0.09310344827586207,290,54,62,85,67,23,0.18620689655172415,0.21379310344827587,0.29310344827586204,0.23103448275862068,0.07931034482758621
05,BREVARD,0201,NA,59,63,64,186,3,62,98,A,A,NA,B,B,C,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,C,N,NA,NO,YES,N,01,26.3,95.8,Elementary,NA,NA,NA,NA,ATLANTIS ELEMENTARY SCHOOL,336,65,73,88,79,32,0.19345238095238096,0.21726190476190477,0.2619047619047619,0.23511904761904762,0.09523809523809523,336,55,58,91,91,40,0.1636904761904762,0.17261904761904762,0.2708333333333333,0.2708333333333333,0.11904761904761904
05,BREVARD,0301,NA,64,73,73,210,3,70,100,A,A,NA,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,N,NA,NO,NO,N,01,22.7,53.2,Elementary,NA,NA,NA,NA,ENTERPRISE ELEMENTARY SCHOOL,321,35,72,93,88,31,0.10903426791277258,0.22429906542056074,0.2897196261682243,0.27414330218068533,0.09657320872274143,321,29,50,85,86,72,0.09034267912772585,0.1557632398753894,0.26479750778816197,0.26791277258566976,0.22429906542056074
05,BREVARD,1041,NA,37,41,67,145,3,48,100,C,C,NA,C,C,C,C,C,B,B,B,A,B,A,A,B,C,B,B,A,C,C,C,D,N,NA,NO,YES,N,01,79.4,100,Elementary,NA,NA,NA,NA,CAMBRIDGE ELEM MAGNET SCHOOL,266,99,76,41,38,12,0.37218045112781956,0.2857142857142857,0.15413533834586465,0.14285714285714285,0.045112781954887216,266,99,50,57,43,17,0.37218045112781956,0.18796992481203006,0.21428571428571427,0.16165413533834586,0.06390977443609022
05,BREVARD,1051,NA,21,24,25,70,3,23,99,D,D,NA,C,D,D,D,D,D,F,D,D,A,D,B,C,C,D,D,D,F,D,D,D,N,NA,NO,YES,N,01,90.1,100,Elementary,NA,NA,NA,NA,ENDEAVOUR ELEMENTARY SCHOOL,350,195,79,40,27,8,0.5571428571428572,0.2257142857142857,0.11428571428571428,0.07714285714285714,0.022857142857142857,352,188,78,51,24,11,0.5340909090909091,0.2215909090909091,0.14488636363636365,0.06818181818181818,0.03125
05,BREVARD,1071,NA,39,36,36,111,3,37,99,C,C,NA,C,D,D,C,D,D,C,B,A,C,A,A,B,A,B,A,B,B,D,C,D,N,NA,NO,YES,N,01,75.7,100,Elementary,NA,NA,NA,NA,GOLFVIEW ELEMENTARY MAGNET SCHOOL,223,83,53,50,23,13,0.3721973094170404,0.23766816143497757,0.2242152466367713,0.1031390134529148,0.05829596412556054,224,95,44,50,25,10,0.42410714285714285,0.19642857142857142,0.22321428571428573,0.11160714285714286,0.044642857142857144
05,BREVARD,1091,NA,31,31,22,84,3,28,99,D,C,NA,C,C,C,C,C,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,C,N,NA,NO,YES,N,01,29.7,100,Elementary,NA,NA,NA,NA,FAIRGLEN ELEMENTARY SCHOOL,308,127,81,59,31,11,0.41233766233766234,0.262987012987013,0.19155844155844157,0.10064935064935066,0.03571428571428571,310,147,58,53,40,11,0.47419354838709676,0.1870967741935484,0.17096774193548386,0.12903225806451613,0.035483870967741936
05,BREVARD,1131,NA,29,29,34,92,3,31,97,D,C,NA,C,C,B,B,B,A,B,A,A,A,A,A,A,A,A,A,B,A,C,C,C,N,NA,NO,YES,N,01,66.9,100,Elementary,NA,NA,NA,NA,SATURN ELEMENTARY SCHOOL,277,129,68,31,36,14,0.4657039711191336,0.24548736462093862,0.11191335740072202,0.1299638989169675,0.05054151624548736,277,125,65,47,31,8,0.45126353790613716,0.23465703971119134,0.16967509025270758,0.11191335740072202,0.02888086642599278
05,BREVARD,1141,NA,52,47,48,147,3,49,100,C,C,NA,C,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,C,A,C,N,NA,NO,NO,N,01,47.6,90.60000000000002,Elementary,NA,NA,NA,NA,HANS CHRISTIAN ANDERSEN ELEMENTARY SCHOOL,355,96,78,92,64,26,0.2704225352112676,0.21971830985915494,0.2591549295774648,0.18028169014084508,0.07323943661971831,354,98,80,84,67,25,0.2768361581920904,0.22598870056497175,0.23728813559322035,0.18926553672316385,0.07062146892655367
05,BREVARD,1151,NA,55,55,68,178,3,59,100,B,B,NA,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,N,NA,N,NA,NO,NO,N,01,36.8,41.099999999999994,Elementary,NA,NA,NA,NA,RALPH M WILLIAMS JUNIOR ELEMENTARY SCHOOL,243,56,42,69,51,26,0.23045267489711935,0.1728395061728395,0.2839506172839506,0.20987654320987653,0.10699588477366255,243,48,43,74,48,32,0.19753086419753085,0.17695473251028807,0.3045267489711934,0.19753086419753085,0.13168724279835392
05,BREVARD,1161,NA,81,85,81,247,3,82,99,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,27.2,20.1,Elementary,NA,NA,NA,NA,MANATEE ELEMENTARY SCHOOL,527,37,66,104,175,146,0.07020872865275142,0.1252371916508539,0.19734345351043645,0.33206831119544594,0.27703984819734345,527,36,34,111,167,182,0.0683111954459203,0.06451612903225806,0.21062618595825428,0.31688804554079697,0.34535104364326374
05,BREVARD,2031,NA,59,57,51,167,3,56,99,B,B,NA,A,B,A,B,B,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,43.1,43.2,Elementary,NA,NA,NA,NA,MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL,818,170,185,197,176,92,0.2078239608801956,0.22616136919315402,0.24083129584352078,0.21515892420537897,0.11246943765281174,819,173,170,195,171,109,0.21123321123321123,0.20757020757020758,0.23809523809523808,0.2087912087912088,0.1330891330891331
05,BREVARD,2042,NA,80,85,94,259,3,86,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,NA,NA,NA,N,NA,NO,NO,N,01,37.3,17.299999999999997,Elementary,NA,NA,NA,NA,W. MELBOURNE ELEMENTARY SCHOOL FOR SCIENCE,323,14,42,68,95,106,0.043343653250773995,0.13003095975232198,0.21052631578947367,0.29411764705882354,0.3281733746130031,323,11,23,72,112,105,0.034055727554179564,0.07120743034055728,0.22291021671826625,0.34674922600619196,0.32507739938080493
05,BREVARD,2051,NA,41,43,26,110,3,37,99,C,C,NA,C,C,D,C,D,C,D,C,B,A,B,B,C,A,B,A,A,B,C,C,C,N,NA,NO,YES,N,01,59.5,100,Elementary,NA,NA,NA,NA,UNIVERSITY PARK ELEMENTARY SCHOOL,229,91,49,45,33,11,0.39737991266375544,0.21397379912663755,0.1965065502183406,0.14410480349344978,0.048034934497816595,228,82,52,50,29,16,0.35964912280701755,0.22807017543859648,0.21929824561403508,0.12719298245614036,0.07017543859649122
05,BREVARD,2061,NA,55,56,56,167,3,56,97,B,B,NA,B,C,C,C,C,A,B,A,A,A,A,A,A,A,A,A,A,A,A,C,C,N,NA,NO,YES,N,01,52.7,100,Elementary,NA,NA,NA,NA,PORT MALABAR ELEMENTARY SCHOOL,333,77,77,97,56,26,0.23123123123123124,0.23123123123123124,0.2912912912912913,0.16816816816816818,0.07807807807807808,334,77,66,81,64,46,0.23053892215568864,0.19760479041916168,0.24251497005988024,0.19161676646706588,0.1377245508982036
05,BREVARD,2081,NA,41,38,32,111,3,37,98,C,C,NA,C,C,D,D,C,C,B,A,A,A,A,A,A,A,A,A,A,C,C,C,C,N,NA,NO,YES,N,01,58.7,100,Elementary,NA,NA,NA,NA,PALM BAY ELEMENTARY SCHOOL,260,86,68,62,36,8,0.33076923076923076,0.26153846153846155,0.23846153846153847,0.13846153846153847,0.03076923076923077,260,96,61,46,47,10,0.36923076923076925,0.23461538461538461,0.17692307692307693,0.18076923076923077,0.038461538461538464
05,BREVARD,2111,NA,56,49,51,156,3,52,99,B,C,NA,B,C,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,N,NA,NO,NO,N,01,45.5,96,Elementary,NA,NA,NA,NA,LOCKMAR ELEMENTARY SCHOOL,333,62,82,82,75,30,0.18618618618618618,0.24624624624624625,0.24624624624624625,0.22522522522522523,0.09009009009009009,332,82,66,86,62,36,0.2469879518072289,0.19879518072289157,0.25903614457831325,0.18674698795180722,0.10843373493975904
05,BREVARD,2121,NA,43,45,36,124,3,41,99,C,C,NA,C,C,C,C,C,C,B,B,B,A,A,A,B,A,A,A,A,B,C,B,C,N,NA,NO,YES,N,01,60.8,100,Elementary,NA,NA,NA,NA,"JOHN F. TURNER, SENIOR ELEMENTARY SCHOOL",280,93,70,62,46,8,0.33214285714285713,0.25,0.22142857142857142,0.16428571428571428,0.02857142857142857,280,101,55,60,56,8,0.3607142857142857,0.19642857142857142,0.21428571428571427,0.2,0.02857142857142857
05,BREVARD,2131,NA,42,38,42,122,3,41,98,C,C,NA,B,D,C,C,C,C,C,B,A,A,A,A,A,A,A,A,A,A,A,C,C,N,NA,NO,YES,N,01,54.5,100,Elementary,NA,NA,NA,NA,COLUMBIA ELEMENTARY SCHOOL,280,87,69,56,52,16,0.3107142857142857,0.24642857142857144,0.2,0.18571428571428572,0.05714285714285714,280,90,70,67,42,12,0.32142857142857145,0.25,0.2392857142857143,0.15,0.04285714285714286
05,BREVARD,2151,NA,48,46,39,133,3,44,99,C,C,NA,C,C,C,C,C,C,C,B,A,A,A,A,A,A,A,A,A,A,C,A,C,N,NA,NO,YES,N,01,60.1,100,Elementary,NA,NA,NA,NA,DISCOVERY ELEMENTARY SCHOOL,344,92,84,80,62,25,0.26744186046511625,0.2441860465116279,0.23255813953488372,0.18023255813953487,0.07267441860465117,345,104,74,90,53,24,0.30144927536231886,0.2144927536231884,0.2608695652173913,0.1536231884057971,0.06956521739130435
05,BREVARD,2161,NA,55,48,70,173,3,58,99,B,B,NA,B,C,C,C,B,A,C,B,A,A,A,A,A,A,A,A,A,B,A,B,A,N,NA,NO,YES,N,01,52.7,100,Elementary,NA,NA,NA,NA,CHRISTA MCAULIFFE ELEM. SCHOOL,330,66,79,104,57,24,0.2,0.23939393939393938,0.3151515151515151,0.17272727272727273,0.07272727272727272,332,97,70,89,59,18,0.2921686746987952,0.21084337349397592,0.2680722891566265,0.17771084337349397,0.05421686746987952
05,BREVARD,2171,NA,55,55,56,166,3,55,99,B,C,NA,B,C,B,B,C,C,C,B,A,A,A,A,A,A,B,A,A,C,A,C,C,N,NA,NO,YES,N,01,65.2,100,Elementary,NA,NA,NA,NA,RIVIERA ELEMENTARY SCHOOL,345,83,78,92,57,33,0.24057971014492754,0.22608695652173913,0.26666666666666666,0.16521739130434782,0.09565217391304348,344,84,75,78,77,29,0.2441860465116279,0.2180232558139535,0.22674418604651161,0.2238372093023256,0.08430232558139535
05,BREVARD,2191,NA,46,46,35,127,3,42,99,C,B,NA,C,C,C,C,C,C,C,B,A,A,A,A,A,A,A,B,A,B,B,A,C,N,NA,NO,YES,N,01,61.5,100,Elementary,NA,NA,NA,NA,JUPITER ELEMENTARY SCHOOL,385,105,106,82,67,23,0.2727272727272727,0.2753246753246753,0.21298701298701297,0.17402597402597403,0.05974025974025974,385,122,83,89,62,29,0.3168831168831169,0.21558441558441557,0.23116883116883116,0.16103896103896104,0.07532467532467532
05,BREVARD,2212,NA,60,55,50,165,3,55,98,B,B,NA,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,C,A,C,N,NA,NO,NO,N,01,49.5,82.89999999999998,Elementary,NA,NA,NA,NA,WESTSIDE ELEMENTARY SCHOOL,490,92,107,141,113,41,0.18775510204081633,0.21836734693877552,0.28775510204081634,0.23061224489795917,0.0836734693877551,489,98,111,137,95,47,0.20040899795501022,0.22699386503067484,0.28016359918200406,0.19427402862985685,0.09611451942740286
05,BREVARD,2221,NA,56,56,49,161,3,54,99,B,B,NA,B,B,B,B,B,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,37.8,91.7,Elementary,NA,NA,NA,NA,SUNRISE ELEMENTARY SCHOOL,423,81,106,106,100,30,0.19148936170212766,0.25059101654846333,0.25059101654846333,0.2364066193853428,0.07092198581560284,424,91,81,117,83,54,0.21462264150943397,0.19103773584905662,0.2759433962264151,0.1957547169811321,0.12735849056603774
05,BREVARD,3041,NA,61,63,56,180,3,60,100,B,B,NA,B,B,B,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,N,NA,NO,YES,N,01,39.7,100,Elementary,NA,NA,NA,NA,SHERWOOD ELEMENTARY SCHOOL,239,35,62,62,60,19,0.14644351464435146,0.2594142259414226,0.2594142259414226,0.2510460251046025,0.0794979079497908,239,35,41,60,55,48,0.14644351464435146,0.17154811715481172,0.2510460251046025,0.2301255230125523,0.200836820083682
05,BREVARD,3061,NA,59,62,52,173,3,58,99,B,B,NA,B,C,B,C,C,C,B,A,A,B,A,A,A,A,C,B,A,A,B,B,C,N,NA,NO,YES,N,01,41.7,100,Elementary,NA,NA,NA,NA,HARBOR CITY ELEMENTARY SCHOOL,187,50,35,50,30,22,0.26737967914438504,0.18716577540106952,0.26737967914438504,0.16042780748663102,0.11764705882352941,187,40,40,58,35,14,0.21390374331550802,0.21390374331550802,0.31016042780748665,0.18716577540106952,0.0748663101604278
05,BREVARD,3071,NA,43,42,41,126,3,42,99,C,C,NA,C,C,B,B,C,C,C,B,B,A,A,A,A,A,A,A,A,A,C,B,C,N,NA,NO,YES,N,01,45.3,100,Elementary,NA,NA,NA,NA,SABAL ELEMENTARY SCHOOL,261,96,51,68,33,13,0.367816091954023,0.19540229885057472,0.26053639846743293,0.12643678160919541,0.04980842911877394,261,92,55,50,48,16,0.3524904214559387,0.210727969348659,0.19157088122605365,0.1839080459770115,0.06130268199233716
05,BREVARD,3091,NA,58,55,53,166,3,55,99,B,C,NA,C,C,B,C,C,B,B,A,A,A,A,A,A,A,A,A,A,C,A,B,B,N,NA,NO,YES,N,01,41,100,Elementary,NA,NA,NA,NA,CROTON ELEMENTARY SCHOOL,248,54,56,62,53,23,0.21774193548387097,0.22580645161290322,0.25,0.21370967741935484,0.09274193548387097,248,65,49,46,61,27,0.2620967741935484,0.1975806451612903,0.18548387096774194,0.24596774193548387,0.10887096774193548
05,BREVARD,3101,NA,56,60,46,162,3,54,98,B,B,NA,A,C,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,C,N,NA,NO,NO,N,01,42.8,93.4,Elementary,NA,NA,NA,NA,ROY ALLEN ELEMENTARY SCHOOL,345,79,84,88,66,28,0.2289855072463768,0.24347826086956523,0.25507246376811593,0.19130434782608696,0.08115942028985507,346,83,61,92,83,27,0.2398843930635838,0.17630057803468208,0.2658959537572254,0.2398843930635838,0.07803468208092486
05,BREVARD,3121,NA,80,85,72,237,3,79,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,N,NA,NO,NO,N,01,27,22.400000000000006,Elementary,NA,NA,NA,NA,SUNTREE ELEMENTARY SCHOOL,382,33,43,94,117,95,0.08638743455497382,0.112565445026178,0.24607329842931938,0.306282722513089,0.2486910994764398,382,31,26,83,138,107,0.08115183246073299,0.06806282722513089,0.21727748691099477,0.3612565445026178,0.2801047120418848
05,BREVARD,3131,NA,73,73,54,200,3,67,99,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,N,NA,NO,NO,N,01,26.9,24.8,Elementary,NA,NA,NA,NA,LONGLEAF ELEMENTARY SCHOOL,343,39,49,84,116,57,0.11370262390670553,0.14285714285714285,0.24489795918367346,0.33819241982507287,0.1661807580174927,343,35,45,90,98,74,0.10204081632653061,0.13119533527696792,0.26239067055393583,0.2857142857142857,0.21574344023323616
05,BREVARD,3151,NA,70,72,75,217,3,72,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,27.2,19.7,Elementary,NA,NA,NA,NA,QUEST ELEMENTARY SCHOOL,435,43,68,92,147,85,0.09885057471264368,0.15632183908045977,0.21149425287356322,0.33793103448275863,0.19540229885057472,435,48,55,93,118,122,0.1103448275862069,0.12643678160919541,0.21379310344827587,0.271264367816092,0.28045977011494255
05,BREVARD,3161,NA,81,86,91,258,3,86,99,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,NO,N,01,28.3,10.5,Elementary,NA,NA,NA,NA,VIERA ELEMENTARY SCHOOL,346,19,39,91,108,89,0.05491329479768786,0.11271676300578035,0.2630057803468208,0.31213872832369943,0.25722543352601157,346,20,21,71,120,114,0.057803468208092484,0.06069364161849711,0.20520231213872833,0.3468208092485549,0.32947976878612717
05,BREVARD,4031,NA,37,42,39,118,3,39,100,C,C,NA,B,C,C,C,B,A,C,B,A,A,A,A,A,B,A,A,A,A,A,B,B,N,NA,NO,YES,N,01,51.5,100,Elementary,NA,NA,NA,NA,MILA ELEMENTARY SCHOOL,230,81,60,54,27,8,0.3521739130434783,0.2608695652173913,0.23478260869565218,0.11739130434782609,0.034782608695652174,230,87,45,52,32,14,0.3782608695652174,0.1956521739130435,0.22608695652173913,0.1391304347826087,0.06086956521739131
05,BREVARD,4041,NA,70,65,79,214,3,71,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,N,NA,NO,NO,N,01,22.8,51.4,Elementary,NA,NA,NA,NA,TROPICAL ELEMENTARY SCHOOL,380,43,67,113,102,57,0.11315789473684211,0.1763157894736842,0.29736842105263156,0.26842105263157895,0.15,379,52,73,98,82,72,0.13720316622691292,0.19261213720316622,0.25857519788918204,0.21635883905013192,0.18997361477572558
05,BREVARD,4051,NA,56,57,58,171,3,57,98,B,B,NA,C,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,NA,NO,YES,N,01,36.4,96.1,Elementary,NA,NA,NA,NA,AUDUBON ELEMENTARY SCHOOL,235,53,47,69,44,22,0.225531914893617,0.2,0.2936170212765957,0.18723404255319148,0.09361702127659574,234,51,46,54,47,36,0.21794871794871795,0.19658119658119658,0.23076923076923078,0.20085470085470086,0.15384615384615385
05,BREVARD,4071,NA,90,82,87,259,3,86,98,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,NA,NA,N,NA,NO,NO,N,01,14.6,22.6,Elementary,NA,NA,NA,NA,ROBERT L. STEVENSON ELEMENTARY SCHOOL,285,5,24,65,107,83,0.017543859649122806,0.08421052631578947,0.22807017543859648,0.37543859649122807,0.2912280701754386,285,9,40,53,90,93,0.031578947368421054,0.14035087719298245,0.18596491228070175,0.3157894736842105,0.3263157894736842
05,BREVARD,4121,NA,71,71,61,203,3,68,98,A,A,NA,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,C,A,B,N,NA,NO,NO,N,01,19.8,38.80000000000001,Elementary,NA,NA,NA,NA,LEWIS CARROLL ELEMENTARY SCHL,375,50,68,99,96,61,0.13333333333333333,0.18133333333333335,0.264,0.256,0.16266666666666665,374,43,52,84,94,99,0.11497326203208556,0.13903743315508021,0.22459893048128343,0.25133689839572193,0.2647058823529412
05,BREVARD,5012,NA,70,65,76,211,3,70,96,A,A,NA,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,N,NA,NO,NO,N,01,26.4,39.2,Elementary,NA,NA,NA,NA,THEODORE ROOSEVELT ELEMENTARY SCHOOL,175,20,35,52,38,30,0.11428571428571428,0.2,0.29714285714285715,0.21714285714285714,0.17142857142857143,175,25,33,44,50,23,0.14285714285714285,0.18857142857142858,0.25142857142857145,0.2857142857142857,0.13142857142857142
05,BREVARD,5021,NA,92,91,89,272,3,91,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,N,NA,NA,NA,N,NA,NO,NO,N,01,24.8,11.899999999999999,Elementary,NA,NA,NA,NA,FREEDOM 7 ELEMENTARY SCHOOL INTERNATIONAL,247,5,12,51,87,91,0.020242914979757085,0.048582995951417005,0.20647773279352227,0.3522267206477733,0.3684210526315789,247,3,17,48,76,101,0.012145748987854251,0.06882591093117409,0.19433198380566802,0.3076923076923077,0.4089068825910931
05,BREVARD,5031,NA,55,48,35,138,3,46,99,C,B,NA,A,B,A,C,B,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,C,N,NA,NO,YES,N,01,34.1,100,Elementary,NA,NA,NA,NA,CAPE VIEW ELEMENTARY SCHOOL,164,40,37,38,31,18,0.24390243902439024,0.22560975609756098,0.23170731707317074,0.18902439024390244,0.10975609756097561,164,46,37,34,30,17,0.2804878048780488,0.22560975609756098,0.2073170731707317,0.18292682926829268,0.10365853658536585
05,BREVARD,6013,NA,81,80,86,247,3,82,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,N,NA,NO,NO,N,01,26.2,26.9,Elementary,NA,NA,NA,NA,SPESSARD L. HOLLAND ELEMENTARY,256,24,24,51,87,70,0.09375,0.09375,0.19921875,0.33984375,0.2734375,256,24,26,44,59,102,0.09375,0.1015625,0.171875,0.23046875,0.3984375
05,BREVARD,6051,NA,74,73,78,225,3,75,99,A,A,NA,A,A,A,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,C,N,NA,NO,NO,N,01,18.8,39.4,Elementary,NA,NA,NA,NA,SEA PARK ELEMENTARY SCHOOL,170,16,27,36,58,33,0.09411764705882353,0.1588235294117647,0.21176470588235294,0.3411764705882353,0.19411764705882353,170,19,22,32,59,38,0.11176470588235295,0.12941176470588237,0.18823529411764706,0.34705882352941175,0.2235294117647059
