y,d,s,g,c,fixorder,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot,temponly_tot
2223,29,0084,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,11,43,0,54,20.4,0,48,6,0,4
2223,29,0084,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0084,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1718,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,52,0,60,13.3,0,59,1,0,3
1718,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,6,53,0,59,10.2,0,58,1,0,2
1819,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1920,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,6,55,0,61,9.8,0,0,61,0,1
1920,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,56,0,60,6.7,0,55,5,0,1
2021,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,5,57,0,62,8.1,0,60,2,0,1
2122,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,54,0,62,12.9,0,61,1,0,3
2223,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0085,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1718,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,10,46,0,56,17.9,0,53,3,0,2
1718,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
1718,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,49,0,54,9.3,0,51,3,0,2
1819,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1920,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,10,47,0,57,17.5,0,0,57,0,1
1920,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,6,48,0,54,11.1,0,49,5,0,2
2021,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,2,45,0,47,4.3,0,45,2,0,2
2122,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0092,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,0092,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,7,43,0,50,14,0,47,3,0,2
2223,29,0092,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0092,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,2,61,0,63,3.2,0,61,2,0,0
1718,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,3,57,0,60,5,0,57,3,0,0
1819,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,1,62,0,63,1.6,0,0,63,0,0
1920,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,1,62,0,63,1.6,0,61,2,0,0
2021,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,2,58,0,60,3.3,0,58,2,0,1
2122,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,4,56,0,60,6.7,0,57,3,0,1
2223,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0100,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1718,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,9,47,0,56,16.1,0,55,1,0,4
1718,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,9,44,0,53,17,0,52,1,0,3
1819,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,46,0,54,14.8,0,0,54,0,2
1920,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2021,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,7,45,0,52,13.5,0,50,2,0,1
2021,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2122,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,49,0,53,7.5,0,51,2,0,0
2122,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2223,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,50,0,54,7.4,0,51,3,0,0
2223,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0102,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1718,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,14,53,0,67,20.9,0,64,3,0,1
1718,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1819,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,8,58,0,66,12.1,0,63,3,0,1
1819,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,3,66,0,69,4.3,0,0,69,0,1
1920,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,0110,School Chart,High Minority/High Poverty/Title I,10,Teachers,3,56,0,59,5.1,0,56,3,0,2
2021,29,0110,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0110,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,5,48,0,53,9.4,0,49,4,0,3
2122,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,0110,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,0110,School Chart,High Minority/High Poverty/Title I,10,Teachers,8,46,0,54,14.8,0,51,3,0,6
2223,29,0110,School Chart,High Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2223,29,0110,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,0120,School Chart,High Minority/High Poverty/Title I,10,Teachers,18,22,0,40,45,0,39,1,0,4
1718,29,0120,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0120,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,0120,School Chart,High Minority/High Poverty/Title I,10,Teachers,16,15,0,31,51.6,2,25,4,6.45,2
1819,29,0120,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0120,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,0120,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,15,20,0,35,42.9,0,0,35,0,5
1920,29,0120,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0120,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2021,29,0120,School Chart,High Minority/High Poverty/Title I,10,Teachers,15,18,0,33,45.5,0,32,1,0,5
2021,29,0120,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0120,School Chart,High Minority/High Poverty/Title I,10,Other,0,2,0,2,0,0,0,2,0,
2122,29,0120,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,8,18,0,26,30.8,0,22,4,0,3
2122,29,0120,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0120,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,0120,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,12,13,0,25,48,0,24,1,0,6
2223,29,0120,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2223,29,0120,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1718,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,4,29,0,33,12.1,0,32,1,0,0
1718,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,1,26,0,27,3.7,0,25,2,0,0
1819,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,1,26,0,27,3.7,0,0,27,0,0
1920,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,4,24,0,28,14.3,0,27,1,0,1
2021,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2122,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,3,19,0,22,13.6,1,20,1,4.55,1
2122,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,4,16,0,20,20,0,19,1,0,2
2223,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0121,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,0123,School Chart,High Minority/High Poverty/Title I,10,Teachers,2,9,0,11,18.2,0,11,0,0,0
1718,29,0123,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0123,School Chart,High Minority/High Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,0123,School Chart,High Minority/High Poverty/Title I,10,Teachers,2,7,0,9,22.2,0,9,0,0,1
1819,29,0123,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0123,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1920,29,0123,School Chart,High Minority/High Poverty/Title I,10,Teachers,1,10,0,11,9.1,0,0,11,0,1
1920,29,0123,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0123,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2021,29,0123,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,1,10,0,11,9.1,0,11,0,0,1
2021,29,0123,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0123,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2122,29,0123,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,0,8,0,8,0,0,8,0,0,0
2122,29,0123,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0123,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,0123,School Chart,High Minority/High Poverty/Title I,10,Teachers,1,7,0,8,12.5,0,7,1,0,0
2223,29,0123,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0123,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1718,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,18,39,0,57,31.6,0,54,3,0,1
1718,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1819,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,17,44,0,61,27.9,0,58,3,0,2
1819,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1920,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,8,49,0,57,14,0,0,57,0,2
1920,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2021,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,9,48,0,57,15.8,0,51,6,0,6
2021,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2122,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,9,44,0,53,17,0,47,6,0,7
2122,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0125,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2223,29,0125,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,21,30,0,51,41.2,0,47,4,0,14
2223,29,0125,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0125,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
1718,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,25,35,0,60,41.7,0,56,4,0,6
1718,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1819,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,18,36,0,54,33.3,0,52,2,0,1
1819,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
1920,29,0128,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,14,32,0,46,30.4,0,0,46,0,6
1920,29,0128,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
1920,29,0128,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2021,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,20,29,0,49,40.8,0,43,6,0,7
2021,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2122,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,17,22,0,39,43.6,0,34,5,0,11
2122,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,0128,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,1,0,0,1,100,0,0,1,0,
2223,29,0128,School Chart,High Minority/High Poverty/Title I,10,Teachers,15,12,0,27,55.6,0,24,3,0,7
2223,29,0128,School Chart,High Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2223,29,0128,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,3,42,0,45,6.7,0,45,0,0,0
1718,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,3,39,0,42,7.1,0,42,0,0,0
1819,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,2,42,0,44,4.5,0,0,44,0,0
1920,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2021,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,1,42,0,43,2.3,0,42,1,0,0
2021,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2122,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,3,38,0,41,7.3,0,40,1,0,0
2122,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,1,37,0,38,2.6,0,38,0,0,0
2223,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0141,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,0161,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,10,28,0,38,26.3,0,36,2,0,2
1718,29,0161,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0161,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1819,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,34,0,38,10.5,0,35,3,0,0
1819,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1920,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,4,35,0,39,10.3,0,0,39,0,1
1920,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2021,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,32,0,40,20,0,39,1,0,1
2021,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2122,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,8,29,0,37,21.6,0,36,1,0,1
2122,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
2223,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Teachers,9,24,0,33,27.3,0,31,2,0,1
2223,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0161,School Chart,Low Minority/Low Poverty/Non-Title I,10,Other,1,0,0,1,100,0,0,1,0,
1718,29,0191,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,13,37,0,50,26,2,46,2,4,1
1718,29,0191,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0191,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,0191,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,13,35,0,48,27.1,0,46,2,0,2
